semi,clsno,clsfor,clsName,clsRoom,clsOpt,start,end,week,hour,crid,teacher,sch_type
1091,D2721,流管四Ａ,市場調查與預測 (另併１班),(6901),選,5,7,星期一,3,3,楊志文,3
1091,D2724,流管四Ａ,物流管理 (另併１班),(1403),選,2,4,星期一,3,3,劉彩霈,3
1091,D2763,資管四Ａ,物件導向系統分析與設計,(2401),必,2,4,星期一,3,3,柯志坤,3
1091,D2760,資管四Ａ,產業實習 (另併１班),(0000),選,1,9,星期一,9,9,姜琇森,3
1091,D2765,資管四Ａ,電子商務,(2402),必,5,7,星期一,3,3,黃秀美,3
1091,D2788,日語四Ａ,英文履歷與商務書信撰寫,(3411),必,3,4,星期一,2,2,湯馬丁,3
1091,D2831,英語四Ａ,貿易英文書信,(3508),必,3,4,星期一,2,2,陳桂芬,3
1091,D5833,英語四Ａ,會議英文與演練,(3409),必,7,8,星期一,2,2,梁彩玲,3
1091,D2825,英語四Ａ,領隊與導遊實務,(3513),選,5,6,星期一,2,2,尹雯華,3
1091,D2856,資應菁英班四Ａ,網路安全,(2604),必,2,4,星期一,3,3,駱榮問,3
1091,D2875,品設四Ａ,設計趨勢,(4217),選,7,8,星期一,2,2,蔡宜佳,3
1091,D2893,商經四Ａ,人工智慧與機器學習,(3402),選,2,4,星期一,3,3,張家瑋,3
1091,D2899,商經四Ａ,智慧商業實務,(2106),必,5,7,星期一,3,3,張育瑋,3
1091,D2438,老服三Ａ,生死學,(R308),選,7,8,星期一,2,2,蔡纓勳,3
1091,D2440,老服三Ａ,生活與照顧服務概論,(R308),選,5,6,星期一,2,2,邱美汝,3
1091,D2445,老服三Ａ,老人服務產業概論,(R308),必,3,4,星期一,2,2,梁亞文,3
1091,D2468,美容三Ａ,美體護膚與保健,(TB11),必,5,7,星期一,3,3,蔡宜萱,3
1091,D2470,美容三Ａ,藥妝保養品學,(T201),必,3,4,星期一,2,2,林恩仕,3
1091,D2570,企管三Ａ,科技與創新管理,(7601),必,2,4,星期一,3,3,賴明弘,3
1091,D2602,保金三Ａ,風險與保險,(7702),必,5,7,星期一,3,3,謝淑慧,3
1091,D2603,保金三Ａ,應用統計,(7401),必,2,4,星期一,3,3,楊佑傑,3
1091,D5286,國貿三Ａ,商業英語會話 (學年),(3711),必,1,2,星期一,2,1,林慧洙,3
1091,D2639,國貿三Ａ,國際商展實務,(3711),必,3,4,星期一,2,2,陳玉蒼,3
1091,D2669,會資三Ａ,英語聽力與閱讀（一）,(3413),選,3,4,星期一,2,2,謝欽仰,3
